cluster,cluster-ab-nDCG,equiv-ab-nDCG,ab-ndcg,perc-change,condition-1
33,0.7939747030040726,0.5043901896531178,0.5120155255476246,55.068481986924,0.2895845133509548
34,0.8078249425874183,0.5055378668578924,0.5120155255476246,57.773524879623835,0.30228707572952596
35,0.7260808149954734,0.5074009862354552,0.5120155255476246,41.80835907639634,0.21867982876001824
36,0.8751526878132994,0.504747227945277,0.5120155255476246,70.92307638079576,0.3704054598680223
37,0.765109204238736,0.5067252312261973,0.5120155255476246,49.43086021081407,0.2583839730125387
38,0.8832831014844023,0.49828720751521205,0.5120155255476246,72.5109996498035,0.3849958939691902
39,0.7453671701967088,0.5055959080587992,0.5120155255476246,45.57511110615321,0.23977126213790967
40,0.8724464124641531,0.5014699236392652,0.5120155255476246,70.39452300416687,0.3709764888248879
41,0.8320483670720059,0.5061215823504982,0.5120155255476246,62.50451901474885,0.3259267847215077
42,0.874130860360545,0.50387778099125,0.5120155255476246,70.72350675804626,0.37025307936929497
43,0.451617734556109,0.5132018624737207,0.5120155255476246,-11.79608585636488,-0.0615841279176117
44,0.5610408123480666,0.5111440401671057,0.5120155255476246,9.574960983459846,0.04989677218096089
45,0.7951487349318055,0.5063764904075715,0.5120155255476246,55.297778144785084,0.288772244524234
46,0.832253099655883,0.505776163880182,0.5120155255476246,62.54450463503998,0.326476935775701
47,0.37831691090345393,0.5125930855979172,0.5120155255476246,-26.112218863124077,-0.13427617469446324
48,0.818823040995468,0.5105289788475244,0.5120155255476246,59.92152584039289,0.30829406214794364
49,0.6700624188839034,0.5087968481090317,0.5120155255476246,30.867597846225497,0.1612655707748717
50,0.7734476597598358,0.5056239767586507,0.5120155255476246,51.059415421553325,0.2678236830011851
51,0.8513628180812528,0.5049403693093292,0.5120155255476246,66.27675834061483,0.34642244877192363
52,0.7604196830496527,0.5068676671562055,0.5120155255476246,48.51496587654215,0.2535520158934472
53,0.8693765019468557,0.5038035949125254,0.5120155255476246,69.794949287332,0.3655729070343303
54,0.7891069177424536,0.505257608501646,0.5120155255476246,54.11777150672661,0.28384930924080753
55,0.7912825417884836,0.5031161786636824,0.5120155255476246,54.542685193416695,0.28816636312480115
56,0.8778815543182925,0.5053308328308552,0.5120155255476246,71.45604195875838,0.3725507214874373
57,0.7513989354626398,0.5068860304034164,0.5120155255476246,46.7531545374495,0.2445129050592234
58,0.525890709214647,0.5116723060112913,0.5120155255476246,2.7099146363154083,0.014218403203355656
59,0.7795692549047921,0.5072710636184352,0.5120155255476246,52.255003219093055,0.2722981912863569
60,0.7901669809573194,0.5049770686776036,0.5120155255476246,54.32480882531808,0.2851899122797158
61,0.8193935486056647,0.5039857373810144,0.5120155255476246,60.0329497292655,0.31540781122465034
62,0.886648888931786,0.5030547055681114,0.5120155255476246,73.16836007726003,0.38359418336367457
63,0.8010807277989366,0.5041637352501315,0.5120155255476246,56.456335370327515,0.2969169925488051
64,0.723426196120774,0.5058842192793477,0.5120155255476246,41.28989454900527,0.2175419768414263
65,0.713569168048178,0.508735351260969,0.5120155255476246,39.36475213031525,0.20483381678720902
66,0.9449545282560545,0.5004210653454254,0.5120155255476246,84.5558349515635,0.4445334629106291
67,0.8927025418736279,0.5036055269893449,0.5120155255476246,74.35067831563127,0.38909701488428294
68,0.5533133165900957,0.5109516301648209,0.5120155255476246,8.06573023314111,0.042361686425274825
69,0.7742900652866649,0.5040611238552369,0.5120155255476246,51.22394276199444,0.27022894143142795
70,0.9417833614805023,0.5022815901648275,0.5120155255476246,83.93648522146293,0.4395017713156748
71,0.8402043385979937,0.5059647400099668,0.5120155255476246,64.09743390092629,0.3342395985880269
72,0.8251239497521888,0.5036235760201901,0.5120155255476246,61.15213476577298,0.3215003737319987
73,0.884414068216758,0.50335624909221,0.5120155255476246,72.73188489173951,0.38105781912454806
74,0.8009574422671636,0.5027518963950648,0.5120155255476246,56.432256895042784,0.2982055458720988
75,0.4248154939238296,0.5136417028627766,0.5120155255476246,-17.03073974769232,-0.08882620893894694
76,0.6982264741867793,0.5081524065037373,0.5120155255476246,36.36822310026504,0.19007406768304203
77,0.7329741991123926,0.5051593461271949,0.5120155255476246,43.154682336720604,0.22781485298519766
78,0.7806438781947145,0.504174585158378,0.5120155255476246,52.46488421611419,0.2764692930363365
79,0.7524565913798896,0.5057296610371448,0.5120155255476246,46.95972169498219,0.24672693034274484
80,0.558598141316769,0.5117722492787005,0.5120155255476246,9.097891264004556,0.04682589203806853
81,0.8555321919352242,0.5013106822788906,0.5120155255476246,67.09106447899063,0.3542215096563336
82,0.7966578439821518,0.5034873984628365,0.5120155255476246,55.592517068713654,0.29317044551931526
83,0.7590324429573568,0.5083972233967824,0.5120155255476246,48.244028761732565,0.25063521956057444
84,0.7210301067957209,0.5076655384166239,0.5120155255476246,40.821922543177834,0.213364568379097
85,0.7895843149501521,0.5074413927444277,0.5120155255476246,54.211010321543405,0.28214292220572446
86,0.4398270393088486,0.5124809316839141,0.5120155255476246,-14.0988861932589,-0.07265389237506548
87,0.7640163336594136,0.5081556465308367,0.5120155255476246,49.217415398148766,0.2558606871285769
88,0.8515386393102324,0.5040036700573716,0.5120155255476246,66.31109738312561,0.34753496925286087
89,0.8309146142943512,0.5020297504234006,0.5120155255476246,62.28308963984032,0.3288848638709506
90,0.7936883102978458,0.5047241587542427,0.5120155255476246,55.012547607606024,0.2889641515436031
91,0.8017437340685902,0.5052888110752297,0.5120155255476246,56.58582485581617,0.2964549229933605
92,0.7447399328734634,0.5054592810409934,0.5120155255476246,45.452607531173804,0.23928065183247005
93,0.8430968599396307,0.5067497695956792,0.5120155255476246,64.66236234495018,0.3363470903439515
94,0.7927747308708433,0.5048811548790861,0.5120155255476246,54.8341195363038,0.28789357599175713
95,0.7507481695744675,0.5059123358194413,0.5120155255476246,46.626055678977146,0.24483583375502627
96,0.8891543276868935,0.5046368503358283,0.5120155255476246,73.65768874603972,0.38451747735106523
97,0.6685619680707359,0.5090714123731069,0.5120155255476246,30.57454993296882,0.15949055569762893
98,0.7440993272535475,0.5067652425960181,0.5120155255476246,45.32749303992264,0.23733408465752948
99,0.9034368587042235,0.504674646153771,0.5120155255476246,76.44716099925981,0.3987622125504525
100,0.5956994458497504,0.5116989040418876,0.5120155255476246,16.344020078809507,0.08400054180786287
101,0.8470021313428787,0.5053796997165488,0.5120155255476246,65.42508753752539,0.3416224316263299
102,0.7149590067011309,0.5092860328158624,0.5120155255476246,39.636196761113574,0.2056729738852685
103,0.8185972044424255,0.504458909491534,0.5120155255476246,59.877418476109156,0.3141382949508914
104,0.903388810614656,0.5040980336062427,0.5120155255476246,76.43777689132362,0.3992907770084133
105,0.8002669445212849,0.5065434372450361,0.5120155255476246,56.29739814341798,0.29372350727624874
106,0.8563475645618632,0.5067563043379817,0.5120155255476246,67.25031211621157,0.34959126022388154
107,0.8009648333203984,0.5047773065562261,0.5120155255476246,56.433700416355315,0.29618752676417226
108,0.6281415703164517,0.5094487872443529,0.5120155255476246,22.680180380199367,0.11869278307209874
109,0.8364318142212315,0.5056610841436282,0.5120155255476246,63.36063507578768,0.33077073007760327
110,0.3063951167570427,0.5153126296294431,0.5120155255476246,-40.15901833653604,-0.20891751287240046
111,0.7596246797515012,0.50866651060557,0.5120155255476246,48.35969650315718,0.25095816914593116
112,0.842103957325979,0.5040417965236489,0.5120155255476246,64.46844193353498,0.3380621608023301
113,0.755961096894967,0.5060441836188252,0.5120155255476246,47.644174673498654,0.24991691327614185
114,0.7940719682314685,0.5083246962710435,0.5120155255476246,55.08747852561137,0.28574727196042504
115,0.8505755325809021,0.5029984350639384,0.5120155255476246,66.12299630390537,0.34757709751696375
116,0.48831060265667975,0.5125666238058721,0.5120155255476246,-4.62972736336293,-0.024256021149192397
117,0.4232930974824076,0.513530959708266,0.5120155255476246,-17.328073786497825,-0.09023786222585839
118,0.9469593925918269,0.5026842406108185,0.5120155255476246,84.94739814364212,0.4442751519810084
119,0.9054859830702371,0.5056494710983275,0.5120155255476246,76.84736846637166,0.3998365119719096
120,0.5822321100863832,0.5110368882428732,0.5120155255476246,13.713760820760001,0.07119522184351001
121,0.8147994136013943,0.5047192028293396,0.5120155255476246,59.13568494430478,0.3100802107720547
122,0.7974867718452113,0.5066708578806429,0.5120155255476246,55.75441213276917,0.2908159139645684
123,0.8736903713338149,0.502012230639495,0.5120155255476246,70.63747635374182,0.3716781406943199
124,0.8162044888904209,0.5039057315254826,0.5120155255476246,59.410105390349614,0.3122987573649383
125,0.8258647480551753,0.506618019731178,0.5120155255476246,61.29681754706054,0.31924672832399725
126,0.7786368528970403,0.5058919325769614,0.5120155255476246,52.0728989739621,0.2727449203200789
127,0.8449891472134113,0.5056733568349333,0.5120155255476246,65.03193849632896,0.33931579037847803
128,0.728574205065957,0.5070293356698119,0.5120155255476246,42.29533455781692,0.22154486939614515
129,0.8273005722136494,0.5052600709146335,0.5120155255476246,61.57724344956388,0.32204050129901585
130,0.8435517128033393,0.5023866977122303,0.5120155255476246,64.75119810109686,0.34116501509110897
131,0.9222090233216081,0.5037122149908957,0.5120155255476246,80.11348822582329,0.41849680833071246
132,0.8048026345362113,0.5072165366721841,0.5120155255476246,57.183248237528936,0.2975860978640271
133,0.8703429649606672,0.5036298701904738,0.5120155255476246,69.9837058709879,0.3667130947701934
134,0.822546985109538,0.5042443322650342,0.5120155255476246,60.64883662068361,0.3183026528445039
135,0.7556497167768346,0.5055735624956657,0.5120155255476246,47.583360088276955,0.2500761542811689
136,0.7674226712937642,0.5043115515518322,0.5120155255476246,49.88269554384501,0.263111119741932
137,0.3865025615317497,0.5141007685143146,0.5120155255476246,-24.513507453047037,-0.1275982069825649
138,0.8429547090158317,0.506062714815974,0.5120155255476246,64.63459933451277,0.3368919941998577
139,0.8842960595224753,0.5040446729946284,0.5120155255476246,72.70883701752581,0.38025138652784685
140,0.7875367610911416,0.508160802618048,0.5120155255476246,53.811109584779494,0.2793759584730936
141,0.7997326437018271,0.5054759576077167,0.5120155255476246,56.193045678932386,0.2942566860941104
142,0.8925561967805942,0.5030475657023341,0.5120155255476246,74.32209615635452,0.38950863107826006
143,0.6924895177433215,0.5113673427792298,0.5120155255476246,35.24775777114794,0.18112217496409166
144,0.5105596563577447,0.5120519877176657,0.5120155255476246,-0.28434082898615687,-0.0014923313599209953
145,0.7917350497143477,0.5056630995024599,0.5120155255476246,54.631062967778156,0.2860719502118878
146,0.4050522682034247,0.5122125891641561,0.5120155255476246,-20.890627726531864,-0.10716032096073141
147,0.8374116736115405,0.5023790785974128,0.5120155255476246,63.55200805989024,0.33503259501412763
148,0.4018668346231989,0.512449194474508,0.5120155255476246,-21.512763857427284,-0.1105823598513091
149,0.8181080373867705,0.5041486174643536,0.5120155255476246,59.78188093256851,0.31395941992241694
150,0.8071403256282008,0.5113169440509633,0.5120155255476246,57.63981468431575,0.29582338157723753
151,0.8805332455652773,0.49975504143102467,0.5120155255476246,71.97393470119987,0.3807782041342527
152,0.7900209986290451,0.5027454421313131,0.5120155255476246,54.29629751638498,0.28727555649773195
153,0.8827408327875941,0.5048883208800393,0.5120155255476246,72.40509100646145,0.37785251190755476
154,0.8564907418952992,0.504917244477277,0.5120155255476246,67.27827559120246,0.35157349741802213
155,0.7467486787614845,0.5051040654345591,0.5120155255476246,45.844928815938104,0.24164461332692544
156,0.8655173400965448,0.5054185693939172,0.5120155255476246,69.04122959373808,0.36009877070262764
157,0.7735457183723207,0.5068094987763432,0.5120155255476246,51.07856691356717,0.2667362195959775
158,0.6489245080927663,0.5094445553590429,0.5120155255476246,26.739224830870317,0.13947995273372338
159,0.8547975581497547,0.5050941964913281,0.5120155255476246,66.94758566852217,0.3497033616584265
160,0.8242424078976167,0.5043020797030143,0.5120155255476246,60.97996384309846,0.3199403281946024
161,0.7030004436388909,0.5092248369517804,0.5120155255476246,37.30061073577778,0.19377560668711047
162,0.8016608550241276,0.5046262788097332,0.5120155255476246,56.56963803328302,0.29703457621439444
163,0.7976569624979657,0.5069000651649775,0.5120155255476246,55.78765148670719,0.29075689733298815
164,0.7941350950555407,0.5054286022848703,0.5120155255476246,55.09980760957901,0.2887064927706704
165,0.7464719735997697,0.507286460943463,0.5120155255476246,45.79088647778461,0.23918551265630672
166,0.7704020306137881,0.5073169558961185,0.5120155255476246,50.46458401623798,0.2630850747176696
167,0.8656260664338807,0.5009461338295685,0.5120155255476246,69.06246456258393,0.3646799326043122
168,0.8443731461857518,0.503296837240906,0.5120155255476246,64.91162944378593,0.34107630894484575
169,0.45878351592181993,0.512675380275217,0.5120155255476246,-10.396561621616957,-0.053891864353397045
170,0.8088578761588688,0.5037694587944065,0.5120155255476246,57.97526360040691,0.30508841736446235
171,0.8684255250342334,0.504449996532454,0.5120155255476246,69.60921724110057,0.3639755285017794
172,0.8533587390125464,0.5051861404284065,0.5120155255476246,66.66657482697214,0.34817259858413996
173,0.8312424687317,0.5042442526534594,0.5120155255476246,62.34712176796733,0.32699821607824064
174,0.820993815190998,0.5075524741567842,0.5120155255476246,60.34549231937969,0.31344134103421384
175,0.8376755799813276,0.504910998502912,0.5120155255476246,63.60355070979424,0.3327645814784156
176,0.7759456918286617,0.5080892109593674,0.5120155255476246,51.5472975157836,0.26785648086929426
177,0.4322010696416983,0.5139238245571781,0.5120155255476246,-15.588288230236971,-0.08172275491547981
178,0.79340806578648,0.5048165286502823,0.5120155255476246,54.95781401118508,0.2885915371361978
179,0.6740646092508881,0.5095556187789626,0.5120155255476246,31.649251949917794,0.16450899047192546
180,0.803224291376622,0.5037901300070442,0.5120155255476246,56.874987436667254,0.2994341613695778
181,0.781109641224157,0.5077120002557517,0.5120155255476246,52.55585079939199,0.27339764096840535
182,0.9063371393521613,0.5037498495533992,0.5120155255476246,77.01360488684229,0.4025872897987621
183,0.8676153829843261,0.5108435770382332,0.5120155255476246,69.45099116992023,0.3567718059460928
184,0.7989612143961088,0.5051137686885271,0.5120155255476246,56.04238046133118,0.2938474457075817
185,0.8145357710255346,0.5067266942435498,0.5120155255476246,59.08419381508997,0.3078090767819849
186,0.7989176907063168,0.5061105686348143,0.5120155255476246,56.03387999843107,0.2928071220715025
187,0.7900757287725023,0.5068008928108868,0.5120155255476246,54.306986673398086,0.2832748359616155
188,0.905752272182238,0.5020546292255903,0.5120155255476246,76.89937648150286,0.4036976429566477
189,0.6558798736678471,0.5102353573241796,0.5120155255476246,28.09765347766608,0.14564451634366749
190,0.8337938973462846,0.5035096504822218,0.5120155255476246,62.845432558808234,0.33028424686406277
191,0.7889745953633411,0.5069567606115777,0.5120155255476246,54.09192807571523,0.28201783475176345
192,0.877057857034861,0.506752987796677,0.5120155255476246,71.29516846130916,0.37030486923818406
193,0.7525511475222357,0.5070133606086663,0.5120155255476246,46.9781891315399,0.24553778691356942
194,0.7554049683032807,0.5080381637607552,0.5120155255476246,47.535559101521315,0.24736680454252558
195,0.8254784999012131,0.5036631627380777,0.5120155255476246,61.22138074198534,0.3218153371631355
196,0.7900719675536704,0.5068896668372043,0.5120155255476246,54.30625208262021,0.2831823007164661
197,0.8100976573998284,0.5055657184193001,0.5120155255476246,58.21740103161734,0.3045319389805283
198,0.7864294636313496,0.5072323606269501,0.5120155255476246,53.59484710746346,0.2791971030043995
199,0.7783639686529074,0.505800695934512,0.5120155255476246,52.01960288614501,0.2725632727183953
