cluster,cluster-ab-nDCG,equiv-ab-nDCG,ab-ndcg,perc-change,condition-1
0,0.894740015511094,0.5051677450285416,0.5120155255476246,74.74861031882334,0.3895722704825524
1,0.7058824321884279,0.5080684627000479,0.5120155255476246,37.8634820562235,0.19781396948838004
2,0.8421285316067365,0.5038525143143153,0.5120155255476246,64.47324145220801,0.3382760172924212
3,0.8080392167870847,0.5030253005173771,0.5120155255476246,57.81537404024005,0.30501391626970753
4,0.5117546457661144,0.5120198191852433,0.5120155255476246,-0.050951537305673276,-0.0002651734191289057
5,0.7798700316347302,0.5059085074252049,0.5120155255476246,52.31374689285499,0.27396152420952535
6,0.7969683249275962,0.5062650004043973,0.5120155255476246,55.65315603959492,0.2907033245231989
7,0.5201259313597728,0.5118682921522456,0.5120155255476246,1.5840156025491041,0.008257639207527201
8,0.7916442204732148,0.5030829750256072,0.5120155255476246,54.61332341954166,0.28856124544760764
9,0.8183253544565272,0.5027218134243423,0.5120155255476246,59.82432438572831,0.3156035410321849
10,0.7686617878700106,0.5054834039863859,0.5120155255476246,50.12470316166502,0.2631783838836247
11,0.8126782645049911,0.507592068638583,0.5120155255476246,58.72141057359415,0.30508619586640817
12,0.8402167442487086,0.5051182384585771,0.5120155255476246,64.09985680611098,0.33509850579013156
13,0.8433292823633728,0.5057172498228345,0.5120155255476246,64.70775597310111,0.3376120325405383
14,0.796409772805656,0.5060794778711678,0.5120155255476246,55.544067136217855,0.29033029493448814
15,0.9211731963779088,0.5024564200378467,0.5120155255476246,79.91118441040842,0.4187167763400621
16,0.7859363139895956,0.5073458851361636,0.5120155255476246,53.498531738661605,0.278590428853432
17,0.5399159661179046,0.5117757314002969,0.5120155255476246,5.449139562797266,0.028140234717607737
18,0.8822609934340021,0.5046191107217293,0.5120155255476246,72.31137522448807,0.37764188271227284
19,0.847094632309972,0.5045508795811451,0.5120155255476246,65.44315358483797,0.34254375272882687
20,0.8609659499138304,0.5058117478085541,0.5120155255476246,68.15231315358784,0.35515420210527626
21,0.8027026899654978,0.5066813067121952,0.5120155255476246,56.773115250161524,0.2960213832533025
22,0.7957933349089283,0.505713182976631,0.5120155255476246,55.42367276027226,0.2900801519322973
23,0.87663793467048,0.5024051525028093,0.5120155255476246,71.21315486144186,0.37423278216767075
24,0.7765277855884459,0.5048206562620685,0.5120155255476246,51.66098425588033,0.2717071293263774
25,0.5525572259967764,0.5113915473295867,0.5120155255476246,7.9180607669641425,0.041165678667189676
26,0.8324847723607766,0.5050533245409662,0.5120155255476246,62.58975183816838,0.3274314478198104
27,0.5056669168839607,0.512085370056698,0.5120155255476246,-1.2399250309595202,-0.00641845317273726
28,0.8143632467094186,0.5026756826630275,0.5120155255476246,59.050498681347385,0.3116875640463911
29,0.8298437394739553,0.5041517629215873,0.5120155255476246,62.07394074357383,0.32569197655236803
30,0.9372074514635463,0.5055312929437774,0.5120155255476246,83.04277989640235,0.4316761585197689
31,0.8504591533121962,0.5062145984133739,0.5120155255476246,66.10026666722464,0.34424455489882233
32,0.7840480247598236,0.5064439612631437,0.5120155255476246,53.12973643157548,0.2776040634966799
